high,low,last,instrument_name,bid_price,ask_price,open_interest,mark_price,creation_timestamp,price_change,interest_rate,volume,mark_iv,underlying_price,underlying_index,estimated_delivery_price,base_currency,quote_currency,volume_usd,mid_price,expiry,strike,option_type,T,implied_r
0.54,0.54,0.54,ETH-26JUN26-4000-P,0.4405,0.6535,4310.0,0.531371,1763777713879,0.0,0.0,6.0,74.14,2812.56,ETH-26JUN26,2758.38,ETH,ETH,8888.52,0.547,2026-06-26,4000.0,P,0.5913757700205339,-0.0006136672493467742
0.032,0.0295,0.0305,ETH-23NOV25-2675-C,0.0345,0.0465,36.0,0.03567,1763777713879,-4.6875,0.0,36.0,70.47,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,2929.43,0.0405,2025-11-23,2675.0,C,0.0027378507871321013,
0.216,0.216,0.216,ETH-28NOV25-3350-P,0.212,0.2185,2074.0,0.215924,1763777713879,0.0,0.0,2.0,86.26,2759.61,ETH-28NOV25,2758.38,ETH,ETH,1192.26,0.21525,2025-11-28,3350.0,P,0.01642710472279261,-0.00953041183315208
0.1765,0.1615,0.1765,ETH-27MAR26-2800-C,0.169,0.1715,911.0,0.17001,1763777713879,6.6465,0.0,63.0,73.96,2789.74,ETH-27MAR26,2758.38,ETH,ETH,28433.07,0.17025,2026-03-27,2800.0,C,0.34223134839151265,-0.00437696375254151
0.0305,0.0305,0.0305,ETH-27MAR26-4800-C,0.032,0.0335,2280.0,0.03241,1763777713879,0.0,0.0,1.0,76.99,2789.74,ETH-27MAR26,2758.38,ETH,ETH,81.99,0.03275,2026-03-27,4800.0,C,0.34223134839151265,-0.013644376051241296
,,0.8625,ETH-26DEC25-500-C,0.8185,0.8205,1257.0,0.819268,1763777713879,,0.0,0.0,140.88,2766.06,ETH-26DEC25,2758.38,ETH,ETH,0.0,0.8195,2025-12-26,500.0,C,0.09308692676249145,-0.00038197021593616855
0.097,0.074,0.0945,ETH-23NOV25-3000-P,0.0845,0.09,956.0,0.087725,1763777713879,27.7027,0.0,7.0,69.54,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,1669.42,0.08725,2025-11-23,3000.0,P,0.0027378507871321013,-1.047224748358119
0.1865,0.1865,0.1865,ETH-25SEP26-3500-C,0.189,0.193,41.0,0.191193,1763777713879,0.0,0.0,5.0,73.22,2842.28,ETH-25SEP26,2758.38,ETH,ETH,2501.73,0.191,2026-09-25,3500.0,C,0.840520191649555,-0.0013376512326729979
0.043,0.0345,0.043,ETH-25NOV25-2700-C,0.0415,0.043,12.0,0.04219,1763777713879,24.6377,0.0,13.0,81.41,2759.438985462976,SYN.ETH-25NOV25,2758.38,ETH,ETH,1481.19,0.04225,2025-11-25,2700.0,C,0.008213552361396304,-3.07163832411584
0.003,0.002,0.0022,ETH-26DEC25-5000-C,0.0024,0.0027,60563.0,0.002425,1763777713879,-15.3846,0.0,151.0,91.98,2766.24,ETH-26DEC25,2758.38,ETH,ETH,949.54,0.00255,2025-12-26,5000.0,C,0.09308692676249145,-0.29361781085268207
0.488,0.4075,0.488,ETH-28NOV25-4000-P,0.4455,0.453,9496.0,0.449574,1763777713879,19.7546,0.0,91.0,112.11,2759.61,ETH-28NOV25,2758.38,ETH,ETH,118357.75,0.44925,2025-11-28,4000.0,P,0.01642710472279261,0.023362969723992284
0.0065,0.0049,0.0049,ETH-26DEC25-1700-P,0.0049,0.0055,8121.0,0.005316,1763777713879,-2.0,0.0,289.0,98.67,2766.06,ETH-26DEC25,2758.38,ETH,ETH,4452.74,0.0052,2025-12-26,1700.0,P,0.09308692676249145,-0.18582592693836422
0.303,0.2475,0.2665,ETH-26DEC25-3400-P,0.251,0.2595,13588.0,0.255089,1763777713879,7.6768,0.0,31.0,75.57,2766.24,ETH-26DEC25,2758.38,ETH,ETH,23854.54,0.25525,2025-12-26,3400.0,P,0.09308692676249145,-0.0070253815971658825
,,0.5115,ETH-27MAR26-1600-C,0.447,0.4505,760.0,0.448324,1763777713879,,0.0,0.0,81.98,2789.74,ETH-27MAR26,2758.38,ETH,ETH,0.0,0.44875,2026-03-27,1600.0,C,0.34223134839151265,-0.000868313758075219
0.022,0.021,0.021,ETH-27MAR26-5500-C,0.02,0.0215,49793.0,0.020467,1763777713879,-4.5455,0.0,16.0,79.29,2789.74,ETH-27MAR26,2758.38,ETH,ETH,965.3,0.02075,2026-03-27,5500.0,C,0.34223134839151265,-0.018008667935820892
,,0.4565,ETH-26DEC25-4600-P,0.6605,0.672,4194.0,0.666382,1763777713879,,0.0,0.0,86.76,2766.24,ETH-26DEC25,2758.38,ETH,ETH,0.0,0.66625,2025-12-26,4600.0,P,0.09308692676249145,0.0011423856825281953
,,0.0295,ETH-24NOV25-2875-P,0.0405,0.0505,9.0,0.049374,1763777713879,,0.0,0.0,70.02,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,0.0,0.0455,2025-11-24,2875.0,P,0.0054757015742642025,-3.687210497956284
,,0.263,ETH-27MAR26-2400-C,0.2395,0.2425,12059.0,0.240538,1763777713879,,0.0,0.0,74.85,2789.74,ETH-27MAR26,2758.38,ETH,ETH,0.0,0.241,2026-03-27,2400.0,C,0.34223134839151265,-0.0028516776182776656
0.012,0.0055,0.0055,ETH-28NOV25-3150-C,0.0055,0.006,3880.0,0.005696,1763777713879,-52.1739,0.0,1026.0,80.81,2759.61,ETH-28NOV25,2758.38,ETH,ETH,26562.74,0.00575,2025-11-28,3150.0,C,0.01642710472279261,-4.627276229770741
0.1615,0.139,0.141,ETH-27MAR26-2600-P,0.133,0.1355,9454.0,0.134284,1763777713879,-12.6935,0.0,245.0,74.2,2789.74,ETH-27MAR26,2758.38,ETH,ETH,94516.19,0.13425,2026-03-27,2600.0,P,0.34223134839151265,-0.0036582951338275877
0.0021,0.0015,0.0021,ETH-26DEC25-1400-P,0.0018,0.0023,2036.0,0.002045,1763777713879,40.0,0.0,9.0,111.29,2766.24,ETH-26DEC25,2758.38,ETH,ETH,44.15,0.00205,2025-12-26,1400.0,P,0.09308692676249145,-0.25344303788881606
0.0044,0.003,0.004,ETH-5DEC25-3700-C,0.0027,0.0031,501.0,0.002891,1763777713879,2.5641,0.0,216.0,86.53,2761.28,ETH-5DEC25,2758.38,ETH,ETH,2201.63,0.0029,2025-12-05,3700.0,C,0.03559206023271732,-1.4951199920174354
0.006,0.0045,0.0046,ETH-26DEC25-4400-C,0.0045,0.005,8270.0,0.004775,1763777713879,-8.0,0.0,921.0,84.7,2766.24,ETH-26DEC25,2758.38,ETH,ETH,12692.8,0.00475,2025-12-26,4400.0,C,0.09308692676249145,-0.23821778010055808
,,,ETH-27MAR26-6800-P,1.335,1.585,0.0,1.447471,1763777713879,,0.0,0.0,83.64,2789.74,ETH-27MAR26,2758.38,ETH,ETH,0.0,1.46,2026-03-27,6800.0,P,0.34223134839151265,0.000286616660631122
0.001,0.001,0.001,ETH-26DEC25-6200-C,0.0007,0.0011,4421.0,0.000847,1763777713879,0.0,0.0,71.0,103.92,2766.06,ETH-26DEC25,2758.38,ETH,ETH,189.63,0.0009,2025-12-26,6200.0,C,0.09308692676249145,-0.39359871775710864
0.055,0.02,0.0235,ETH-24NOV25-2775-P,0.025,0.0265,313.0,0.02539,1763777713879,17.5,0.0,376.0,71.39,2759.943007068239,SYN.ETH-24NOV25,2758.38,ETH,ETH,32328.98,0.02575,2025-11-24,2775.0,P,0.0054757015742642025,
0.069,0.046,0.069,ETH-28NOV25-2700-C,0.0545,0.0565,485.0,0.055473,1763777713879,4.5455,0.0,684.0,84.82,2759.61,ETH-28NOV25,2758.38,ETH,ETH,102770.24,0.0555,2025-11-28,2700.0,C,0.01642710472279261,-1.0301190258293063
0.1285,0.1285,0.1285,ETH-23NOV25-3100-P,0.002,,57.0,0.123825,1763777713879,0.0,0.0,2.0,84.14,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,706.7,,2025-11-23,3100.0,P,0.0027378507871321013,-0.5498691265104231
0.2225,0.2225,0.2225,ETH-27MAR26-2500-C,0.2195,0.223,1653.0,0.220843,1763777713879,0.0,0.0,1.0,74.53,2789.74,ETH-27MAR26,2758.38,ETH,ETH,616.12,0.22125,2026-03-27,2500.0,C,0.34223134839151265,-0.0032068998575714154
0.0075,0.0027,0.0027,ETH-25NOV25-2300-P,0.0017,0.0022,192.0,0.001987,1763777713879,-35.7143,0.0,193.0,116.07,2759.744178471592,SYN.ETH-25NOV25,2758.38,ETH,ETH,3220.82,0.00195,2025-11-25,2300.0,P,0.008213552361396304,
,,0.6435,ETH-25SEP26-5000-P,0.75,1.0075,1.0,0.859949,1763777713879,,0.0,0.0,74.64,2842.1,ETH-25SEP26,2758.38,ETH,ETH,0.0,0.87875,2026-09-25,5000.0,P,0.840520191649555,4.432854799567081e-05
,,,ETH-24NOV25-2400-C,0.113,0.1555,0.0,0.131693,1763777713879,,0.0,0.0,107.13,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,0.0,0.13425,2025-11-24,2400.0,C,0.0054757015742642025,-0.4596434125200589
,,0.3065,ETH-5DEC25-2200-C,0.203,0.2265,1.0,0.211987,1763777713879,,0.0,0.0,96.95,2761.53,ETH-5DEC25,2758.38,ETH,ETH,0.0,0.21475,2025-12-05,2200.0,C,0.03559206023271732,-0.03827362067747254
,,0.1785,ETH-26DEC25-4700-P,0.696,0.7075,389.0,0.702106,1763777713879,,0.0,0.0,87.86,2766.24,ETH-26DEC25,2758.38,ETH,ETH,0.0,0.70175,2025-12-26,4700.0,P,0.09308692676249145,0.0012266922225077528
,,,ETH-26JUN26-13000-P,3.423,3.866,0.0,3.628264,1763777713879,,0.0,0.0,88.85,2812.56,ETH-26JUN26,2758.38,ETH,ETH,0.0,3.6445,2026-06-26,13000.0,P,0.5913757700205339,-1.9658866153204377e-05
0.2525,0.2395,0.2395,ETH-30JAN26-3200-P,0.2205,0.23,1708.0,0.227407,1763777713879,-5.1485,0.0,3.0,73.99,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,1986.25,0.22525,2026-01-30,3200.0,P,0.188911704312115,-0.007541291877010663
,,0.168,ETH-28NOV25-3250-P,0.1775,0.1835,1747.0,0.180964,1763777713879,,0.0,0.0,83.23,2759.61,ETH-28NOV25,2758.38,ETH,ETH,0.0,0.1805,2025-11-28,3250.0,P,0.01642710472279261,-0.040844610244390754
0.0018,0.0008,0.0008,ETH-26DEC25-1200-P,0.0008,0.001,4990.0,0.000963,1763777713879,-20.0,0.0,2007.0,120.27,2766.24,ETH-26DEC25,2758.38,ETH,ETH,7620.16,0.0009,2025-12-26,1200.0,P,0.09308692676249145,-0.3024970863184417
0.1165,0.094,0.1,ETH-27MAR26-2400-P,0.0995,0.102,6200.0,0.100756,1763777713879,6.383,0.0,813.0,74.85,2789.74,ETH-27MAR26,2758.38,ETH,ETH,229691.33,0.10075,2026-03-27,2400.0,P,0.34223134839151265,-0.004568576336398959
,,,ETH-25NOV25-2850-P,0.043,0.0885,0.0,0.048854,1763777713879,,0.0,0.0,77.32,2759.438985462976,SYN.ETH-25NOV25,2758.38,ETH,ETH,0.0,0.06575,2025-11-25,2850.0,P,0.008213552361396304,-2.7056435030465407
0.1255,0.0865,0.0935,ETH-30JAN26-2600-P,0.0965,0.098,964.0,0.097507,1763777713879,8.0925,0.0,816.0,75.6,2776.702307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,246854.52,0.09725,2026-01-30,2600.0,P,0.188911704312115,-0.026145252624507086
0.0375,0.025,0.026,ETH-12DEC25-2400-P,0.0265,0.027,1386.0,0.026709,1763777713879,4.0,0.0,539.0,85.43,2763.186666666667,SYN.ETH-12DEC25,2758.38,ETH,ETH,44686.83,0.02675,2025-12-12,2400.0,P,0.05475701574264202,-0.26473629343853217
,,0.0155,ETH-25SEP26-14000-C,0.012,0.014,611.0,0.012855,1763777713879,,0.0,0.0,85.61,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,0.013,2026-09-25,14000.0,C,0.840520191649555,-0.006253894837220383
,,0.0325,ETH-26JUN26-6800-C,0.03,0.0315,895.0,0.03064,1763777713879,,0.0,0.0,79.47,2812.38,ETH-26JUN26,2758.38,ETH,ETH,0.0,0.03075,2026-06-26,6800.0,C,0.5913757700205339,-0.0065899023253478
,,0.3515,ETH-26JUN26-4800-P,0.6775,0.911,340.0,0.777873,1763777713879,,0.0,0.0,75.35,2812.56,ETH-26JUN26,2758.38,ETH,ETH,0.0,0.79425,2026-06-26,4800.0,P,0.5913757700205339,-0.00035329361515641015
0.0034,0.0032,0.0034,ETH-26DEC25-1500-P,0.0026,0.003,7046.0,0.002815,1763777713879,6.25,0.0,100.0,106.65,2766.24,ETH-26DEC25,2758.38,ETH,ETH,925.78,0.0028,2025-12-26,1500.0,P,0.09308692676249145,-0.23214968972723155
0.4845,0.4845,0.4845,ETH-27MAR26-1500-C,0.4785,0.4815,470.0,0.47956,1763777713879,0.0,0.0,1.0,83.64,2789.74,ETH-27MAR26,2758.38,ETH,ETH,1346.37,0.48,2026-03-27,1500.0,C,0.34223134839151265,-0.0007616278080341384
0.1525,0.124,0.1305,ETH-30JAN26-2800-P,0.133,0.135,3172.0,0.134261,1763777713879,5.2419,0.0,2288.0,74.68,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,909972.31,0.134,2026-01-30,2800.0,P,0.188911704312115,-0.012398777248403327
,,0.2155,ETH-30JAN26-4400-P,0.5245,0.699,20.0,0.602396,1763777713879,,0.0,0.0,77.89,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,0.0,0.61175,2026-01-30,4400.0,P,0.188911704312115,-0.0023656469080036565
0.012,0.0038,0.0038,ETH-25NOV25-2400-P,0.0031,0.0036,120.0,0.003444,1763777713880,-36.6667,0.0,147.0,106.05,2759.744178471592,SYN.ETH-25NOV25,2758.38,ETH,ETH,3257.58,0.00335,2025-11-25,2400.0,P,0.008213552361396304,
0.0265,0.0265,0.0265,ETH-25SEP26-10000-C,0.0245,0.027,969.0,0.025641,1763777713880,0.0,0.0,20.0,81.65,2842.28,ETH-25SEP26,2758.38,ETH,ETH,1483.81,0.02575,2026-09-25,10000.0,C,0.840520191649555,-0.0042596457687736865
0.0013,0.0003,0.0003,ETH-26DEC25-7000-C,0.0003,0.0006,59115.0,0.000417,1763777713880,-50.0,0.0,2381.0,108.79,2766.24,ETH-26DEC25,2758.38,ETH,ETH,3462.63,0.00045,2025-12-26,7000.0,C,0.09308692676249145,-0.4198918435150222
,,0.5935,ETH-26DEC25-7500-P,1.5935,1.842,35.0,1.711386,1763777713880,,0.0,0.0,114.64,2766.24,ETH-26DEC25,2758.38,ETH,ETH,0.0,1.71775,2025-12-26,7500.0,P,0.09308692676249145,0.0014991002886967717
0.0125,0.012,0.0125,ETH-27MAR26-6500-C,0.011,0.0125,52317.0,0.011803,1763777713880,4.1667,0.0,7.0,82.68,2789.74,ETH-27MAR26,2758.38,ETH,ETH,235.41,0.01175,2026-03-27,6500.0,C,0.34223134839151265,-0.021817178899619313
0.0018,0.0007,0.0008,ETH-23NOV25-3100-C,0.0001,0.0002,1636.0,0.000151,1763777713880,-52.9412,0.0,332.0,84.14,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,1569.13,0.00015,2025-11-23,3100.0,C,0.0027378507871321013,
0.0095,0.0095,0.0095,ETH-27MAR26-6800-C,0.0095,0.011,1548.0,0.010186,1763777713880,0.0,0.0,100.0,83.64,2789.74,ETH-27MAR26,2758.38,ETH,ETH,2549.78,0.01025,2026-03-27,6800.0,C,0.34223134839151265,-0.021926276148370023
,,0.0116,ETH-25SEP26-16000-C,0.009,0.011,1378.0,0.009872,1763777713880,,0.0,0.0,87.36,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,0.01,2026-09-25,16000.0,C,0.840520191649555,-0.006252481720170247
,,,ETH-28NOV25-5600-P,,,0.0,1.029016,1763777713880,,0.0,0.0,169.62,2759.8,ETH-28NOV25,2758.38,ETH,ETH,0.0,,2025-11-28,5600.0,P,0.01642710472279261,0.009644517948642307
,,,ETH-27MAR26-13000-P,3.457,3.8885,0.0,3.660997,1763777713880,,0.0,0.0,98.95,2789.74,ETH-27MAR26,2758.38,ETH,ETH,0.0,3.67275,2026-03-27,13000.0,P,0.34223134839151265,0.00031779693103471836
0.022,0.0215,0.022,ETH-27MAR26-5400-C,0.021,0.0225,2769.0,0.021776,1763777713880,2.3256,0.0,23.0,78.96,2789.74,ETH-27MAR26,2758.38,ETH,ETH,1374.54,0.02175,2026-03-27,5400.0,C,0.34223134839151265,-0.01748314331602127
0.057,0.055,0.057,ETH-24NOV25-2600-C,0.06,0.0735,26.0,0.064115,1763777713880,3.6364,0.0,26.0,84.47,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,3907.79,0.06675,2025-11-24,2600.0,C,0.0054757015742642025,-2.4684623217176123
,,,ETH-25SEP26-6200-P,1.125,1.411,0.0,1.247817,1763777713880,,0.0,0.0,76.43,2842.1,ETH-25SEP26,2758.38,ETH,ETH,0.0,1.268,2026-09-25,6200.0,P,0.840520191649555,0.00011996930279560725
0.39,0.39,0.39,ETH-28NOV25-3800-P,0.3735,0.38,6407.0,0.377318,1763777713880,0.0,0.0,1.0,104.65,2759.8,ETH-28NOV25,2758.38,ETH,ETH,1069.64,0.37675,2025-11-28,3800.0,P,0.01642710472279261,0.0066127987983656345
,,,ETH-5DEC25-3900-P,,0.4875,0.0,0.414032,1763777713880,,0.0,0.0,90.95,2761.53,ETH-5DEC25,2758.38,ETH,ETH,0.0,,2025-12-05,3900.0,P,0.03559206023271732,-0.006707298442609894
0.0645,0.041,0.0475,ETH-28NOV25-2750-P,0.041,0.042,448.0,0.041423,1763777713880,14.4578,0.0,597.0,83.05,2759.61,ETH-28NOV25,2758.38,ETH,ETH,88055.67,0.0415,2025-11-28,2750.0,P,0.01642710472279261,-1.142970806356819
,,,ETH-27MAR26-6500-P,1.2325,1.4755,0.0,1.341561,1763777713880,,0.0,0.0,82.68,2789.74,ETH-27MAR26,2758.38,ETH,ETH,0.0,1.354,2026-03-27,6500.0,P,0.34223134839151265,0.0002623011785723071
0.0037,0.0021,0.0021,ETH-25NOV25-3100-C,0.0018,0.0021,43.0,0.00189,1763777713880,-43.2432,0.0,43.0,78.13,2760.149755301179,SYN.ETH-25NOV25,2758.38,ETH,ETH,285.09,0.00195,2025-11-25,3100.0,C,0.008213552361396304,
0.0013,0.0001,0.0001,ETH-23NOV25-3150-C,,0.0001,464.0,5.7e-05,1763777713880,-92.3077,0.0,1099.0,84.48,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,3792.88,,2025-11-23,3150.0,C,0.0027378507871321013,
0.0585,0.0335,0.0335,ETH-25NOV25-2725-P,0.0235,0.025,63.0,0.0242,1763777713880,-6.9444,0.0,70.0,80.32,2759.438985462976,SYN.ETH-25NOV25,2758.38,ETH,ETH,9588.99,0.02425,2025-11-25,2725.0,P,0.008213552361396304,-5.9776051676458986
,,0.3645,ETH-26JUN26-2200-C,0.327,0.3305,91.0,0.328669,1763777713880,,0.0,0.0,74.97,2812.56,ETH-26JUN26,2758.38,ETH,ETH,0.0,0.32875,2026-06-26,2200.0,C,0.5913757700205339,-0.0007712872713286865
0.0275,0.009,0.014,ETH-24NOV25-2850-C,0.009,0.0095,1105.0,0.009587,1763777713880,-49.0909,0.0,1095.0,70.24,2759.943007068239,SYN.ETH-24NOV25,2758.38,ETH,ETH,60788.5,0.00925,2025-11-24,2850.0,C,0.0054757015742642025,
,,,ETH-25NOV25-2775-P,0.032,0.033,0.0,0.032426,1763777713880,,0.0,0.0,78.22,2759.744178471592,SYN.ETH-25NOV25,2758.38,ETH,ETH,0.0,0.0325,2025-11-25,2775.0,P,0.008213552361396304,-4.681672538419432
0.0405,0.034,0.036,ETH-12DEC25-3050-C,0.0355,0.0365,166.0,0.03627,1763777713880,-10.0,0.0,150.0,78.47,2763.8999999999996,SYN.ETH-12DEC25,2758.38,ETH,ETH,14103.17,0.036,2025-12-12,3050.0,C,0.05475701574264202,-0.16116865672999606
,,2.449,ETH-26DEC25-11000-P,2.8035,3.1635,30.0,2.976222,1763777713880,,0.0,0.0,133.89,2766.24,ETH-26DEC25,2758.38,ETH,ETH,0.0,2.9835,2025-12-26,11000.0,P,0.09308692676249145,0.0013353676764033462
,,,ETH-27MAR26-11000-P,2.7715,3.1415,0.0,2.945068,1763777713880,,0.0,0.0,95.07,2789.74,ETH-27MAR26,2758.38,ETH,ETH,0.0,2.9565,2026-03-27,11000.0,P,0.34223134839151265,0.00032382686717712924
,,,ETH-26JUN26-11000-P,2.744,3.131,0.0,2.920589,1763777713880,,0.0,0.0,86.74,2812.56,ETH-26JUN26,2758.38,ETH,ETH,0.0,2.9375,2026-06-26,11000.0,P,0.5913757700205339,-3.269151194733396e-05
0.0445,0.03,0.037,ETH-5DEC25-2900-C,0.039,0.04,540.0,0.039482,1763777713880,-2.6316,0.0,499.0,78.82,2761.28,ETH-5DEC25,2758.38,ETH,ETH,46756.8,0.0395,2025-12-05,2900.0,C,0.03559206023271732,-0.41523884606487876
0.0018,0.0008,0.0011,ETH-24NOV25-3200-C,0.0002,0.0004,69.0,0.000304,1763777713880,-38.8889,0.0,23.0,84.25,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,68.41,0.0003,2025-11-24,3200.0,C,0.0054757015742642025,
,,0.226,ETH-5DEC25-3450-P,0.1975,0.3245,43.0,0.255264,1763777713880,,0.0,0.0,81.74,2761.3,ETH-5DEC25,2758.38,ETH,ETH,0.0,0.261,2025-12-05,3450.0,P,0.03559206023271732,-0.014494598865186384
0.0584,0.023,0.03,ETH-23NOV25-2800-P,0.021,0.024,237.0,0.022891,1763777713880,27.6596,0.0,148.0,60.6,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,14445.54,0.0225,2025-11-23,2800.0,P,0.0027378507871321013,
,,0.3825,ETH-26JUN26-5500-P,0.8995,1.148,20.0,1.006807,1763777713880,,0.0,0.0,76.73,2812.56,ETH-26JUN26,2758.38,ETH,ETH,0.0,1.02375,2026-06-26,5500.0,P,0.5913757700205339,-0.00023809999788209195
0.0575,0.048,0.0575,ETH-5DEC25-2650-P,0.0425,0.0435,124.0,0.042932,1763777713880,8.4906,0.0,126.0,82.05,2761.3,ETH-5DEC25,2758.38,ETH,ETH,17422.78,0.043,2025-12-05,2650.0,P,0.03559206023271732,-0.3413488020318097
0.092,0.0758,0.092,ETH-26JUN26-2000-P,0.0815,0.0845,11414.0,0.083162,1763777713880,21.372,0.0,2304.0,75.78,2812.38,ETH-26JUN26,2758.38,ETH,ETH,516122.24,0.083,2026-06-26,2000.0,P,0.5913757700205339,-0.0025214541422780407
0.0015,0.0013,0.0015,ETH-26DEC25-5600-C,0.0014,0.0015,6090.0,0.00134,1763777713880,15.3846,0.0,31.0,98.01,2766.24,ETH-26DEC25,2758.38,ETH,ETH,123.88,0.00145,2025-12-26,5600.0,C,0.09308692676249145,-0.33782920976662956
0.0035,0.0023,0.0026,ETH-5DEC25-3800-C,0.0021,0.0025,685.0,0.002251,1763777713880,-16.129,0.0,28.0,88.74,2761.53,ETH-5DEC25,2758.38,ETH,ETH,230.59,0.0023,2025-12-05,3800.0,C,0.03559206023271732,-1.5856046513464968
,,0.518,ETH-26DEC25-4800-P,0.7315,0.7435,3653.0,0.737893,1763777713880,,0.0,0.0,88.96,2766.06,ETH-26DEC25,2758.38,ETH,ETH,0.0,0.7375,2025-12-26,4800.0,P,0.09308692676249145,0.002931529514037273
0.24,0.24,0.24,ETH-25SEP26-3000-C,0.241,0.245,97.0,0.243079,1763777713880,0.0,0.0,15.0,73.11,2842.28,ETH-25SEP26,2758.38,ETH,ETH,9800.93,0.243,2026-09-25,3000.0,C,0.840520191649555,-0.0010860883678568143
0.0039,0.0035,0.0035,ETH-26DEC25-4700-C,0.0031,0.0035,6252.0,0.003208,1763777713880,0.0,0.0,180.0,87.86,2766.24,ETH-26DEC25,2758.38,ETH,ETH,1708.69,0.0033,2025-12-26,4700.0,C,0.09308692676249145,-0.2679510326233045
0.5665,0.564,0.565,ETH-25SEP26-4000-P,0.463,0.691,170.0,0.55942,1763777713880,-0.1767,0.0,20.0,73.52,2842.28,ETH-25SEP26,2758.38,ETH,ETH,31036.55,0.577,2026-09-25,4000.0,P,0.840520191649555,-0.00023381448038127918
0.2455,0.193,0.193,ETH-28NOV25-3300-P,0.1945,0.201,6457.0,0.198377,1763777713880,-12.2727,0.0,65.0,84.82,2759.61,ETH-28NOV25,2758.38,ETH,ETH,37212.81,0.19775,2025-11-28,3300.0,P,0.01642710472279261,-0.023248629732924304
,,,ETH-25SEP26-6500-P,1.221,1.5135,0.0,1.347412,1763777713880,,0.0,0.0,76.88,2842.1,ETH-25SEP26,2758.38,ETH,ETH,0.0,1.36725,2026-09-25,6500.0,P,0.840520191649555,0.00014745926683910825
0.127,0.085,0.099,ETH-26DEC25-2800-P,0.0985,0.1,13742.0,0.09966,1763777713880,16.4706,0.0,839.0,76.22,2766.24,ETH-26DEC25,2758.38,ETH,ETH,251058.68,0.09925,2025-12-26,2800.0,P,0.09308692676249145,-0.03261969186534165
0.087,0.087,0.087,ETH-23NOV25-3025-P,0.0935,0.099,259.0,0.096734,1763777713880,0.0,0.0,1.0,73.23,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,242.66,0.09625,2025-11-23,3025.0,P,0.0027378507871321013,-0.8654113470213388
,,,ETH-23NOV25-3400-P,,,0.0,0.232438,1763777713880,,0.0,0.0,116.05,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,0.0,,2025-11-23,3400.0,P,0.0027378507871321013,-0.18792995952991273
,,0.484,ETH-26JUN26-6500-P,1.2265,1.4975,60.0,1.345263,1763777713880,,0.0,0.0,78.85,2812.38,ETH-26JUN26,2758.38,ETH,ETH,0.0,1.362,2026-06-26,6500.0,P,0.5913757700205339,2.4277139815127268e-05
0.0485,0.036,0.0385,ETH-12DEC25-3000-C,0.0405,0.0415,3561.0,0.041372,1763777713880,-20.6186,0.0,78.0,78.51,2764.2933333333335,SYN.ETH-12DEC25,2758.38,ETH,ETH,8979.06,0.041,2025-12-12,3000.0,C,0.05475701574264202,-0.12249428524738672
,,,ETH-25SEP26-5800-P,0.9975,1.274,0.0,1.116319,1763777713880,,0.0,0.0,75.81,2842.1,ETH-25SEP26,2758.38,ETH,ETH,0.0,1.13575,2026-09-25,5800.0,P,0.840520191649555,0.0001160096548639222
0.006,0.0028,0.0044,ETH-26DEC25-1600-P,0.0035,0.0042,8023.0,0.003887,1763777713880,57.1429,0.0,1137.0,102.53,2766.06,ETH-26DEC25,2758.38,ETH,ETH,14012.24,0.00385,2025-12-26,1600.0,P,0.09308692676249145,-0.20644915597472918
,,,ETH-26JUN26-8500-P,1.8975,2.216,0.0,2.039896,1763777713880,,0.0,0.0,82.67,2812.38,ETH-26JUN26,2758.38,ETH,ETH,0.0,2.05675,2026-06-26,8500.0,P,0.5913757700205339,8.535232568834065e-05
0.2905,0.2905,0.2905,ETH-25SEP26-2600-C,0.295,0.3,11.0,0.296838,1763777713880,0.0,0.0,1.0,73.29,2842.1,ETH-25SEP26,2758.38,ETH,ETH,778.41,0.2975,2026-09-25,2600.0,C,0.840520191649555,-0.0009141674076364997
0.0021,0.0021,0.0021,ETH-26DEC25-5100-C,0.002,0.0024,5361.0,0.002104,1763777713880,0.0,0.0,1.0,92.56,2766.06,ETH-26DEC25,2758.38,ETH,ETH,5.77,0.0022,2025-12-26,5100.0,C,0.09308692676249145,-0.3101410434743253
